id,breed
02f07e7e51662336a9d8c775a4eac5f4.jpg,miniature_schnauzer
02f6152a9401568d695234d33bb6c37d.jpg,miniature_schnauzer
0310a425f26d797634aadeb66bd63ef1.jpg,rhodesian_ridgeback
0311a6a51a414ba91f3ad8055170baa1.jpg,lhasa
0314048edbd08c8c50eb3c93281bd043.jpg,pekinese
031d3353588a81b42bcae74ff19571b0.jpg,cardigan
032620ae0f847d957d94d1fd76cb17e8.jpg,dhole
0326344e0d5181130c28d25edd5627e4.jpg,clumber
032c14b2df4193004913b01ab48f87c6.jpg,border_collie
0341e3d7a4624d6a7b061fdc25b69044.jpg,irish_setter
035b459eb52acba2ae75bed041b368fe.jpg,groenendael
035f28d8ad34afaf7c8d276d6674bf8f.jpg,shih-tzu
0360d42966d191a5db4c4bb2e8c66229.jpg,lhasa
0365fe4e3e13a885c6b02ebbbf2d9173.jpg,cairn
0374e657c8b3b55579751adcaa7c8023.jpg,irish_setter
039bdddd8546f0fafdf984b810d1138b.jpg,saint_bernard
039e61713398f27d027480e4bd0056d1.jpg,leonberg
03ae71ff9e4c5ac97afdfa956ea5e191.jpg,borzoi
03b0e7ace52c10dc4878f60307cdebe3.jpg,saint_bernard
03b9ab173e5862580909fee10f0ea46d.jpg,miniature_pinscher
03bc1c631e57ba87c85b98efd0912c00.jpg,bedlington_terrier
03bda5c85206a273eb978c7b9483df5f.jpg,eskimo_dog
03c81a2e78dc915bc515fcb8aafd2f6f.jpg,cairn
03cae0a6700c5cc4900e576034361e7a.jpg,groenendael
03da788cc7e5c111575daf04e7e3910c.jpg,toy_poodle
03dc61595ad9dbf49e3998cf586ca8cb.jpg,scottish_deerhound
03e1d2ee5fd90aef036c90a9e7f81177.jpg,bernese_mountain_dog
03f2301867ca4d744773c4c06aa61d3c.jpg,borzoi
03f6435dc8a5e760d19e67831c6034fb.jpg,chow
041a54577da744348d4da8094e882cd9.jpg,flat-coated_retriever
0440acb104d7346ccc9bba0716603f6a.jpg,norwich_terrier
044644ffbec4b6d402eb824532478811.jpg,african_hunting_dog
044d904b00ce11cec6e493226c39a4e2.jpg,staffordshire_bullterrier
044f7e60953230fa45e4367073d96693.jpg,clumber
045d421a681a7da04ff668992a8b4c3e.jpg,gordon_setter
045ea2f41120606e2c5ae1315cebfb46.jpg,siberian_husky
046d8f04a5a42872774110c6a2db1224.jpg,doberman
047d9a7dc7205c76e5487d6fc5f4a666.jpg,ibizan_hound
0486732311e9d60e8712f1dc33c4ebe0.jpg,bloodhound
049a406bfac63012d757167c084ced1b.jpg,siberian_husky
04a191172e090876d3f180fc318038f0.jpg,malinois
04be608c9c005d9aa0224fe08554e4be.jpg,siberian_husky
04c3bdfec0c7f082c7e697c26be9e020.jpg,bloodhound
04cce0cd53c6f01d242a49e43de513a1.jpg,clumber
04d2dc1f2804c748b1aa71954bb45d38.jpg,newfoundland
04d3a777baa532f7558a860393c4537f.jpg,newfoundland
04d4918090b0c2a7b965ff58f13b2ecf.jpg,cardigan
04d50b0dce8b8ee9544d9602df85f722.jpg,bluetick
04d5d382a8a02d68859850dc282d3ac4.jpg,doberman
04e3bb77c15c18fc1ac101d86d612f46.jpg,miniature_pinscher
04ea8788cfa17d01c87ea4cdaa0a330d.jpg,briard
04f69d645182d799dbb54862c19c0f38.jpg,groenendael
04f9e2da4b6f5adb9b9d62eba66ba991.jpg,airedale
04fb4d719e9fe2b6ffe32d9ae7be8a22.jpg,bernese_mountain_dog
0512c1a59449a9c8c83c95722028ac90.jpg,basset
05134ea3341a1f4f460168e68ec5765d.jpg,bernese_mountain_dog
0518691772e78ac6805bf006993665a4.jpg,rhodesian_ridgeback
0543510e763cbf8fc771a097ffda9984.jpg,bedlington_terrier
055429c6fb404af27ac52a08216e6cda.jpg,shih-tzu
055cfac66e5d67756ab05d02baeeb04c.jpg,great_pyrenees
0566a60d7504a6fad4161d0ef2765a34.jpg,beagle
056b535b441278e83839984f1b1da0a6.jpg,scottish_deerhound
056c314f2a7d119447af259a07eb31df.jpg,vizsla
05719b998e57a11b863a322ecc7652a5.jpg,scottish_deerhound
058d4bfce39c9f1157ca4c1b019bbf1a.jpg,scottish_deerhound
059513b85ae976a6f591f71bbaae49bf.jpg,eskimo_dog
05a05cf4c8d6a4f3f780a9112a11999b.jpg,german_shepherd
05a747c5853defa2420b976a9c0918a2.jpg,bluetick
05b5e17b96409ca6db51edaf28bd3bdc.jpg,west_highland_white_terrier
05e25c8ec67962c2ef4dd7b0f6aa3918.jpg,african_hunting_dog
05e3dfffd0b0dca56e6b1d4686e1a6c2.jpg,west_highland_white_terrier
05e93a5604440b065143c81be16cd395.jpg,whippet
05f59d40acf74affda3c8940ba192f42.jpg,leonberg
060112a1a77217039de21f7d0963929d.jpg,dhole
061a378e68e8734682ea9c04a572e2ab.jpg,norwich_terrier
062131c6c38a1e485091c8c3329d9638.jpg,shih-tzu
06223770cd0968a5fa81b2898e65e34a.jpg,border_collie
06448bf4366760660b6a7611d93d7533.jpg,bernese_mountain_dog
0653d31ae648e2a6628ee3f440729361.jpg,basset
06557d54077c5265ecdcd7273c9c38ca.jpg,shih-tzu
068314c65cbe67fa4f57283f4f3a801c.jpg,standard_poodle
0685bcc6cdaa954771379d95d339baf6.jpg,pekinese
06ab2182c2a958a5f0de2035f39a0fa7.jpg,great_pyrenees
06ba5a21442ba19190bfe7bfa9def11c.jpg,groenendael
06bd6a364e68b886c085b9b8b8d2b818.jpg,flat-coated_retriever
06c4dbc5b0ea3674bbc752c4ce76819a.jpg,irish_setter
06cceae049531cdb98fe67d912aa58a8.jpg,toy_poodle
06d2d84b936225e6c853a0453cb9c878.jpg,redbone
06e548623971fbdf8c80b0614f811f50.jpg,toy_poodle
06fe22a92fa8dc8f90e7a0f118acad6f.jpg,bernese_mountain_dog
0700d58c82bafe9c4edc81f902178e76.jpg,airedale
071652f5f5d0bf00983c075e96ad725f.jpg,japanese_spaniel
07192213791150248bfb5bbe6b0b0373.jpg,basset
0734a945cc1ab35a9d2348db42075a99.jpg,bedlington_terrier
073b9a44c4761fa0792943b61b9c812c.jpg,toy_poodle
073bb2f975ee39406e692e33364762a3.jpg,bedlington_terrier
0743bfe9525b7a6310a297b11b7e154a.jpg,doberman
07466e87275ed10056a9d2cbb4c733d8.jpg,leonberg
0755a940eac9a9b8cf0328b4be062096.jpg,boston_bull
0769e276e8b9b992a3fcd6a10deee6a7.jpg,bernese_mountain_dog
076d31a2f676671e4427cc485b9d2918.jpg,clumber
07751d1687e0233ff638889d8b365709.jpg,whippet
0779e164a5bed1119e36e622107c6a77.jpg,pomeranian
079509ceab0968ce07cffa0df479f1b0.jpg,doberman
079f6255a19fdbaa75fb2a902bca894c.jpg,clumber
07a0214fa84969b5256bf7d20f1b3a9b.jpg,siberian_husky
07b46335006fbbe0328aeb8213b874ce.jpg,curly-coated_retriever
07b5288a0bb8b9cf1a42d281a9451e51.jpg,irish_water_spaniel
07bbf36ce2c7407751219804b3d187ec.jpg,yorkshire_terrier
07d7cfbdbd3682cae50902b53c798028.jpg,boston_bull
07ddc3c2188164b1e72ae6615a24419a.jpg,airedale
07e103146c1f4513647ddb9614210320.jpg,cairn
07e12e8064b6b17a94608ba5fd78a72e.jpg,pembroke
080073330bb8954505340cf18159fbb8.jpg,shetland_sheepdog
08098e0a4074f62169ab53f7efe40da2.jpg,pomeranian
080ebefee69f27243b185c113052963e.jpg,cardigan
080ec59213ed7425b7f8c169955bb9d0.jpg,japanese_spaniel
081ee1793b0e0027f8cccf9dc4513d53.jpg,miniature_pinscher
0822709f6f6ea0be1928f52b8eecbc2f.jpg,cardigan
083820e6dda52da4c0f200ac36f582dc.jpg,yorkshire_terrier
084c4f43ecc2630587de6c3e543525c3.jpg,shetland_sheepdog
084f941981c326f26ea77158fb449c57.jpg,pekinese
085faff5f472098801b371f077b2dc8b.jpg,basset
0861355ea326a82de3aab420d4276e5b.jpg,whippet
08644ddaf5a3ca7f08fcab7561ec4eea.jpg,bernese_mountain_dog
086e8ca78ec3303a8f06df003ecb6612.jpg,chow
08782eb5ac167ca5f8feaccb519e9b4e.jpg,cairn
087b211f15ad8095ba90c0be54c1c30d.jpg,great_dane
0883e6cc994d9ba90592f400d502d838.jpg,bloodhound
088cdda83ef0920d130398f7724b391f.jpg,shih-tzu
08946697b3e50e602d6bea765c8fb9f5.jpg,scottish_deerhound
089bce55f74e34940b3782e11c1bd2b5.jpg,borzoi
089fd270df9e42e3f741452a4e437dc5.jpg,chihuahua
08e5e75d29184a82a9dada752c9c4afb.jpg,chow
08e99ed86b0ce429fef52a8ca33e1551.jpg,eskimo_dog
08ea34bfdc88f5b1e0eef0b76d832c8e.jpg,cairn
08ea655aa168d87806340c336d07f1c9.jpg,dhole
08ed3bf636ad906f5ddea9ebda22ff98.jpg,briard
09037f0995111a413fd8e976f3680f09.jpg,redbone
092c2cdbf133b201d7d56969bfbcc8f6.jpg,miniature_schnauzer
093fc67079701f48bd1d2e52a684ed9e.jpg,curly-coated_retriever
09438173067ccee8d4a1a45f2f8a8eb6.jpg,redbone
0944fbca92fad9a38af10b3d1943cb54.jpg,miniature_pinscher
09477e5059ebb15cad5f37fb3b9b1889.jpg,border_collie
094b97e52d00895fbf6769724e1b0e7d.jpg,miniature_pinscher
095d868f796f86c8258750365a04f2cd.jpg,japanese_spaniel
0974b614b86b829821067bd0b1808b8c.jpg,ibizan_hound
098333d51970304787c7061f3e683c5b.jpg,great_pyrenees
09839ef1c5a5a5b3acb61c4093cab07f.jpg,bloodhound
098c50d7ba4f07d9aba8c6162aa70b50.jpg,shetland_sheepdog
098dc5e173d21c229e6ee565d7666b10.jpg,whippet
09927a82d649607a7704ac6043cdfa9a.jpg,west_highland_white_terrier
099b068027c41251d29f75a311cc5e5c.jpg,french_bulldog
099db37801090ed56bbc95c13d3799b9.jpg,toy_poodle
09a1ea62ffa4b9389c03162bb0b0b572.jpg,saint_bernard
09aec2a169942b17d88b4b5f1bba5886.jpg,bluetick
09beb7445a14486752bd25f69e952ebc.jpg,african_hunting_dog
09c986f317783fb5ae091b334e79ac5a.jpg,pomeranian
09d5ac8026b8a7f7d1acae244765fe24.jpg,airedale
09ea184490e5da33eb3d851ee6361941.jpg,redbone
0a13f9596e03a9f87c96aaff6e057048.jpg,redbone
0a1b0b7df2918d543347050ad8b16051.jpg,newfoundland
0a27d304c96918d440e79e6e9e245c3f.jpg,west_highland_white_terrier
0a3f1898556115d6d0931294876cd1d9.jpg,lhasa
0a541df84dd3febb076e2c33a23cd230.jpg,bloodhound
0a5958a7f6836cbe349a4cedfe7178a6.jpg,basset
0a5f744c5077ad8f8d580081ba599ff5.jpg,redbone
0a70f64352edfef4c82c22015f0e3a20.jpg,west_highland_white_terrier
0a783538d5f3aaf017b435ddf14cc5c2.jpg,french_bulldog
0a896d2b3af617df543787b571e439d8.jpg,leonberg
0a9f8c6ceadfff61072a565311777655.jpg,cardigan
0a9f8f6543d0b33fe9474035dd5323ef.jpg,briard
0ab12906ac3a87b531c574a15e79c58a.jpg,curly-coated_retriever
0ab8d4c80ae4e6bbeacd66fb7e52b851.jpg,pomeranian
0ac12e1849fd51b2158d16b8f5e75551.jpg,german_shepherd
0adfec2804a1efe41f54758cd87cec01.jpg,border_collie
0b1e71a499a26eaacc06991bca982523.jpg,vizsla
0b2d69f59303805f17055bd59615a297.jpg,english_springer
0b2e635ebad8aba82656c8fceb05018c.jpg,bloodhound
0b30d48dd2818cdea768d884623e8c2a.jpg,toy_poodle
0b346cec75418439f13eabdc7e96f33a.jpg,border_collie
0b3d3120a62c2bc280f589d473041d06.jpg,boston_bull
0b6239db9b1649fe2f513357c82931aa.jpg,gordon_setter
0b673cd41260b9fb998b0a8ad164b6d6.jpg,irish_water_spaniel
0b72856996ad5826afff7195ff678589.jpg,scottish_deerhound
0b86485ef980b0b4999e7ede1f90999e.jpg,great_dane
0b9be33db71b9237002df13d40b7282a.jpg,african_hunting_dog
0b9d58d8d2626f80bbc5cc3ccf7e8bad.jpg,beagle
0ba0f44a7f83539a71e4d74f549c8be6.jpg,bernese_mountain_dog
0bac7ab4e3b6c7a5331067827cda04e6.jpg,entlebucher
0bad79c06832a1bdeaedbbb50a28450a.jpg,scottish_deerhound
0be845d1fe8a0ad6da6ffa454ab33e8a.jpg,newfoundland
0beb24726c7210a5021f22d6c511cd71.jpg,irish_water_spaniel
0bf36935030d2b842b86526bdb367ff1.jpg,ibizan_hound
0bf89dcb09d8c76be568f17811664560.jpg,briard
0c0955cddf9488d30e6e8d4ee7c18856.jpg,irish_setter
0c1d98a09381f4dfffc510fab188f189.jpg,irish_setter
0c207c7af2d1ef71dc61434f04d00cdf.jpg,chow
0c2fdeb77e6e650e69ecca013c7e8e67.jpg,groenendael
0c36c19e7c4e932b8e0c01aa845b2fce.jpg,bernese_mountain_dog
0c378307f600ba007a7eaa50fba6d0b8.jpg,shih-tzu
0c3b282ecbed1ca9eb17de4cb1b6e326.jpg,english_springer
0c4ac597d196aaf07f3af039b8fd6925.jpg,vizsla
0c71084d955bfca989d865cbcf8cf8ae.jpg,japanese_spaniel
0c71338af3f3a8c068ec28b5f6b8f8ae.jpg,dhole
0c8fe33bd89646b678f6b2891df8a1c6.jpg,schipperke
0c9fc0f58a6724ca680c76785a452bba.jpg,siberian_husky
0ca9280205bd68d201e1d708db3f209d.jpg,cairn
0cb1bf12ae0fd5f681ae579c2a28ccd8.jpg,yorkshire_terrier
0cb5839c82f7c1286e55f260d4e608c4.jpg,standard_poodle
0d0d0f7c689020c35b83a91e7717624b.jpg,clumber
0d103ca7cf575757374f8f6ae87d8868.jpg,miniature_pinscher
0d2129d0eda43dd8514ea309c29ddbb0.jpg,bloodhound
0d2dc4f72cc5d6d26055989b217a2450.jpg,pekinese
0d3b46bdc45c8bc24ed89cff69f06ab3.jpg,basset
0d68c98ac13f84032cb863abf0498a02.jpg,airedale
0d6bab298a320221f08c49c701d3e06f.jpg,entlebucher
0d74e47d162e023bb1ae5aae40276fd6.jpg,siberian_husky
0d82788cd302dba65793ea68f55cc649.jpg,flat-coated_retriever
0d83fbe9ab3684226edd81a13411bdf8.jpg,chow
0d8858e722c5f9834ddbdcecbf3cd4d6.jpg,irish_setter
0d8d386390ba269dd4e475c20b91e8f9.jpg,pembroke
0db44ddb42bf1f97de987abe2bf01839.jpg,entlebucher
0dcb8150908bbb7b7fff1b9d41a358ba.jpg,bluetick
0dd1914e122292dfbb25e35537b511f6.jpg,cairn
0dd7b725203b91c30ca4f796d168e6ba.jpg,borzoi
0df3cd4042fa7c2a6e008a3a849a23d1.jpg,bedlington_terrier
0dff1edc6643df0d8ea6e0c5ca63b133.jpg,staffordshire_bullterrier
0e0e44349e6955bea9fea91de26a6980.jpg,briard
0e167bb5c5d4736190d220d081d1de23.jpg,siberian_husky
0e1fcfa1796f8c54b9fa4b56a3a1fc4e.jpg,gordon_setter
0e24a584e10db2c8f827ab00772e29cf.jpg,leonberg
0e33a6b9235d5cbb8712daf0abbd0007.jpg,great_pyrenees
0e47c35f24067b19557e15fcfd48778c.jpg,gordon_setter
0e6e4b104e3cdf4c1963d74a27390f8e.jpg,norwich_terrier
0e6f7b1083d38cfef96ccdf3171608d3.jpg,doberman
0e708dfe2a8c60849a4b625eda57d118.jpg,groenendael
0e7691c13a9267b621ffb866a83d08aa.jpg,basset
0e7712450813da57f7df73fc45a183b4.jpg,entlebucher
0e7856dbcebb2268b839888c7972e8fb.jpg,malinois
0e79be614f12deb4f7cae18614b7391b.jpg,bluetick
0e8d2f2fcb0efac6b731c191beb66559.jpg,airedale
0e934073a6b9505c0ded4e34437ca538.jpg,schipperke
0e96d18ac522425bd231c3d8a32159da.jpg,bloodhound
0ea00d73664139c52ee1eaabc77ea478.jpg,toy_poodle
0ea78b024dc3955332d3ddb08b8e50f0.jpg,beagle
0eaea4c6fe055607ed8322db0306285f.jpg,scottish_deerhound
0eb00c6fc429ecc2cf8745a6334594ad.jpg,standard_poodle
0ebfd68f64bd750fca790f0b40d69481.jpg,giant_schnauzer
0ec6e2d3078a83ccc3f7fd5a4ac01e3e.jpg,ibizan_hound
0eeb17d40281f3bd639de24ca662c5d2.jpg,african_hunting_dog
0ef07f4a6706a04af9ff354e263a28b3.jpg,beagle
0ef80d6c4d739faaae8d3cc08c696c54.jpg,beagle
0f0f297dca75b5c780316a0f4169a950.jpg,leonberg
0f2a90c737499a7d8bf26bb5348874da.jpg,shih-tzu
0f2fbcae9ec83165d1ce5f5783fcb903.jpg,basset
0f46feccc1e3e8729fb680a72debb29c.jpg,entlebucher
0f73c1cc99dd8b9c580c4260debf1f93.jpg,shih-tzu
0f7db98cbd6f6537c0ac3dfad349b182.jpg,chihuahua
0f91c68e2088b8d45950cdde991f37d1.jpg,chihuahua
0f976e55b3634296183b2b1c051d5bda.jpg,yorkshire_terrier
0f9a30195723e9951f65ac1246e5deac.jpg,cardigan
0fa302727af44e7ad8033825cea98d7c.jpg,yorkshire_terrier
0fbfe941d913c3976a13cc4925e67389.jpg,rhodesian_ridgeback
0fc12a365adfcbb603e298b10149632a.jpg,miniature_pinscher
0fc1bd3c4d89b3f89dc91605032fa8f9.jpg,rhodesian_ridgeback
0fc4930f411a11df34283f349d891654.jpg,pembroke
0fcaccf71de140cfbc77c793e6a485bd.jpg,bedlington_terrier
0fdfc060cdbaf30f356ffb4946df4580.jpg,curly-coated_retriever
0fe613c90931a021ad3716dcb9a5f270.jpg,japanese_spaniel
0fee7eb61d52b589414845803d73f2f9.jpg,scottish_deerhound
1006967db8c3d015cb0d272c4ae623a5.jpg,vizsla
100965db7a00c9752519e342ce9baf99.jpg,gordon_setter
1015e4eba660def32e7e52b89fe3a9c6.jpg,bluetick
101c7d1a68a7282bbc5a1a226d81cd74.jpg,siberian_husky
102fe645c59f482cbc771c01cfff3ff9.jpg,pembroke
1041e0480ed0b88c41169fb2b119fcf7.jpg,japanese_spaniel
1043003fb33c5fa1d094cde3c0dd1fd5.jpg,cardigan
104a6182cff3f37406fb77b7f0c40402.jpg,japanese_spaniel
104f3118ce7eba3e48138ccaa201f25a.jpg,redbone
10706a4ccdd719191686b98d4dc48ed0.jpg,dhole
10730dfd280bb4b2723dc677378f2ff1.jpg,boston_bull
1081c1b755f05b219275afd0989c6748.jpg,newfoundland
1083fffa8c174aa1a46627f53e1e50f8.jpg,great_dane
1089c1e5058ffff12e1cca2e85205ed8.jpg,bedlington_terrier
10b7de79c1ce32cb8928616b00c3686e.jpg,norwich_terrier
10c132cf556fc31a60c0f07e0d416a6c.jpg,staffordshire_bullterrier
10c9ac7d54eaf2a4ed12883125afa4e2.jpg,great_pyrenees
10d766340a5c0038f2b0529a63ecf2ba.jpg,basset
10e2fcf8d3292866bc93d1048cec7962.jpg,briard
10ebf7599dd41ded00fd74bdfeada500.jpg,whippet
10f7757fdc673e159e47ea20834ba551.jpg,curly-coated_retriever
113c17f9199d16d1a9a1b16e3740ef78.jpg,staffordshire_bullterrier
1143bb719660680ac0174ce68dc16773.jpg,schipperke
11476f28c0143a77c536b597a177abc9.jpg,malinois
114a27c91c2ecc5818688abd63461c94.jpg,irish_setter
1158819241bb6eee2c1ff790a885ecf3.jpg,miniature_schnauzer
117085659f91228627caf21a574f2bbf.jpg,bloodhound
11722136645ee54db58a0df76eae2179.jpg,yorkshire_terrier
118060ca946af5cfd1b3bbe030f9003c.jpg,boston_bull
119c85c592c1a60030abe35a6b49fa57.jpg,bloodhound
11bbd6229f14cc68bd0f157a9ef1d47d.jpg,redbone
11c3b389906a9302def1e873c9f9b6c9.jpg,flat-coated_retriever
11f968569f31c60b73a6d50b907f800f.jpg,yorkshire_terrier
12078d0ea135483e4bc48e2f13678588.jpg,clumber
122abc906f3215996cbcccf63c8fc89c.jpg,redbone
1234dd4303d5181574ca007f53ed03db.jpg,beagle
123c19c8d168e7704273cb7174351821.jpg,vizsla
1241cd8dc2ee02844a420b6d0afbc97e.jpg,bernese_mountain_dog
1242da788ce85d4311e1cc9922a0a809.jpg,basset
12590e7d21b4e221217c7fc8fa67a800.jpg,african_hunting_dog
1268223049f00d74f20d4f2af3126234.jpg,toy_poodle
12a2e809d7f15298050f3798c018c395.jpg,lhasa
12a96a9c366b60dcc62fec29006780a3.jpg,clumber
12b72be0bcd7a96172fee4f7cd5b01fd.jpg,great_pyrenees
12b839068a6c29541797fa9bd20f350c.jpg,pekinese
12c222ec2e7808183056af545a4bc046.jpg,west_highland_white_terrier
12d1b8763a1b74c7e40c65b005f91ea9.jpg,french_bulldog
12db63491c6590c8ef38dc1824aa4b81.jpg,staffordshire_bullterrier
12dfab0ecfdd9475b561febf2533513a.jpg,vizsla
12eb341a614941c33777c708d43a042f.jpg,scottish_deerhound
1312d2ca6f4bfd594624f7161be73ee7.jpg,eskimo_dog
1321d074e879267699d42fdca77b4004.jpg,german_shepherd
1351c4f7cec88e8ba56ada4c772d84f5.jpg,bernese_mountain_dog
136b8208ffd0262ea1aa6f8c17265ff7.jpg,african_hunting_dog
136e0fc1f67b72037c0e60faff6061f2.jpg,scottish_deerhound
1381239a87d5a97caab8d0cf72a06e75.jpg,giant_schnauzer
1381df385b4c5da43539ab48633bd9b5.jpg,shih-tzu
1383bc8b2db4943fafe13b7f289f4a03.jpg,curly-coated_retriever
1399f1e08abd77f1b736303d4101d51c.jpg,malinois
13b1ca09a561661a8c1a506d49b8dd83.jpg,groenendael
13c5a0d636619210b5ac003ee82aacf0.jpg,whippet
13c630fcf8aa68ab0e97cd4a644b8943.jpg,doberman
13c7c6b47b97b9f0a4591fef29893436.jpg,pekinese
13d470408dbbdc20b38ea32d3752edbb.jpg,malinois
13e2d0cb1fa62d3085be6877bd7e85cb.jpg,pomeranian
13e608df9c88b1465ebf98bc84d0a832.jpg,bedlington_terrier
13ea49cd2b706ec9a15e7214e492bbb2.jpg,schipperke
13f765ea64c7a3575a105cbdfbb6c31f.jpg,leonberg
13f939b9b15ec56409a21017263db93c.jpg,boston_bull
13fc4571a3c549715a357d22fd16eabb.jpg,great_pyrenees
14095922a772c94921a065006a9fa454.jpg,yorkshire_terrier
141321373d0535ee37171a2d6ca9bcbb.jpg,yorkshire_terrier
14158fdadb6a3accea6b334d0f284092.jpg,miniature_pinscher
1416047ba98d2c23eb2caf45d3008ccb.jpg,airedale
1438ea6672622b5867ce2fbcebe6c552.jpg,beagle
143b9484273e57668d03bfc26755810a.jpg,miniature_schnauzer
143ce5343024462044b72de531b5ff08.jpg,chow
143d5305a4055398828d5b7e3aa8f75b.jpg,great_dane
14597c96d5c222eebd742f4207296314.jpg,siberian_husky
145ec132c2a1cc4291bd774c7f78c871.jpg,shih-tzu
145f7bb3bf6e4877b8b6624f612a1c24.jpg,doberman
1465759436b4acd2748dd50108b90ca9.jpg,lhasa
146be641443a270dd8116f65d53d0c9d.jpg,boston_bull
146c249bf2d60bf30c309341020bf2ee.jpg,basset
146c8ed2e65ed9e04d8302bf1d96815a.jpg,entlebucher
146fcb253fd7b73b2c9f20d91a49f400.jpg,chihuahua
1472fb85b5c76d50009137da3dbde052.jpg,miniature_schnauzer
14a24af1ce8c796dc96bb45dea1fb8dc.jpg,whippet
14c00ab356d9261ea220ea91fa20a42d.jpg,airedale
14c8f5fc68ca8fb6b33a0082849b15ad.jpg,miniature_schnauzer
14e8bc7e0eaf52be607e0a654922a826.jpg,irish_setter
14e9a6d002632db71a18283fc024f086.jpg,saint_bernard
14f25ad78f02126a1ceeb44385378cd1.jpg,great_pyrenees
151474b992b295f69547839e31271dd0.jpg,chihuahua
15190d69d724d7e94ef64a347b959ccb.jpg,african_hunting_dog
152aa0851b6a1349b99044f16eadc59d.jpg,groenendael
15305c67da0838b92b90c66526cef5aa.jpg,shetland_sheepdog
153697b802875722cb25421a661a4526.jpg,yorkshire_terrier
153bbd70025d2738418176e6ab7fedd0.jpg,flat-coated_retriever
1548eb783093ac6bdf011d07f3370a36.jpg,yorkshire_terrier
156a5ab6d4cfe64e10f38af83f21a30a.jpg,vizsla
156d6d6ef7da47aa22b150268af9a3c4.jpg,japanese_spaniel
1574f04538521f284218dfbf2c8678ee.jpg,yorkshire_terrier
157e9d7fb607da0ff1d324933b9cbddf.jpg,african_hunting_dog
1586326d52312228c20c3599feb72d7a.jpg,pembroke
1596cf0ab964b3ff0587f0d30042ca18.jpg,irish_setter
